#Time[sec]	Frequency[Hz]	Power[(m/s)^2ÅEs]
24.32	48.828125	3.78637331470673E-22
24.32	49.21875	1.50744699536399E-22
24.32	49.609375	6.69212210449205E-22
24.32	50	9.95008790303266E-23
26.88	0	3.14930951518864E-15
26.88	0.390625	9.14695287410858E-15
26.88	0.78125	2.9279066305204E-15
26.88	1.171875	1.09834613207488E-16
26.88	1.5625	6.22923991683703E-17
26.88	1.953125	1.15473132387859E-17
26.88	2.34375	2.55949224620587E-17
26.88	2.734375	2.03264224256454E-17
26.88	3.125	2.00553427834899E-17
26.88	3.515625	2.64158035166018E-17
26.88	3.90625	4.09273769410934E-17
26.88	4.296875	3.51389548522841E-18
26.88	4.6875	1.15923631656526E-16
26.88	5.078125	2.01037847665705E-17
26.88	5.46875	4.30062436344623E-19
26.88	5.859375	1.12282238395359E-17
26.88	6.25	2.36701900507231E-18
26.88	6.640625	5.65114643359771E-19
26.88	7.03125	1.5855050392923E-17
26.88	7.421875	6.35617011305599E-18
26.88	7.8125	3.37118715064932E-18
26.88	8.203125	6.11378874622594E-18
26.88	8.59375	3.46915565785069E-17
26.88	8.984375	2.57131990673427E-17
26.88	9.375	9.17385942953042E-18
26.88	9.765625	3.91769702352372E-18
26.88	10.15625	1.56515268688095E-18
26.88	10.546875	5.49204091040394E-19
26.88	10.9375	4.12321264781446E-18
26.88	11.328125	1.89813414940013E-17
26.88	11.71875	4.08623653202064E-17
26.88	12.109375	8.82920237398951E-18
26.88	12.5	1.46824896256866E-18
26.88	12.890625	3.99001911529574E-18
26.88	13.28125	4.00741881663564E-18
26.88	13.671875	1.9404431478466E-17
26.88	14.0625	1.46691002232206E-17
26.88	14.453125	3.14329708440114E-18
26.88	14.84375	7.15338719288399E-19
26.88	15.234375	2.11312145852496E-19
26.88	15.625	5.9698946121613E-19
26.88	16.015625	4.2624314694839E-18
26.88	16.40625	8.85868972352845E-18
26.88	16.796875	3.44835377698676E-18
26.88	17.1875	1.43967428528716E-17
26.88	17.578125	1.0624332356244E-17
26.88	17.96875	5.44130667308664E-19
26.88	18.359375	1.68103043342442E-17
26.88	18.75	9.61881031922113E-18
26.88	19.140625	5.05499715904018E-18
26.88	19.53125	1.14139226181009E-17
26.88	19.921875	8.11506655991737E-18
26.88	20.3125	1.04874047038504E-18
26.88	20.703125	2.70531177049281E-18
26.88	21.09375	5.35191079659831E-18
26.88	21.484375	2.44864677076281E-18
26.88	21.875	1.45087728156657E-18
26.88	22.265625	6.26399573089513E-19
26.88	22.65625	1.20589934639904E-18
26.88	23.046875	1.31873938008209E-17
26.88	23.4375	1.31316293746793E-17
26.88	23.828125	2.49279706855061E-18
26.88	24.21875	7.05812322948191E-19
26.88	24.609375	6.78413844446142E-18
26.88	25	2.33738998533418E-18
26.88	25.390625	1.14993003485382E-18
26.88	25.78125	1.429704925121E-17
26.88	26.171875	2.67597289811024E-17
26.88	26.5625	8.10848583306257E-18
26.88	26.953125	9.45801149899325E-19
26.88	27.34375	5.30898027856179E-18
26.88	27.734375	1.11716455251593E-18
26.88	28.125	2.65973153829381E-18
26.88	28.515625	1.06938386561737E-17
26.88	28.90625	5.40631753103787E-18
26.88	29.296875	2.46785718245792E-18
26.88	29.6875	7.02085898233979E-18
26.88	30.078125	1.95835083168731E-17
26.88	30.46875	2.10021172283839E-17
26.88	30.859375	1.19255353485687E-17
26.88	31.25	8.14798567421278E-18
26.88	31.640625	5.34441405299202E-18
26.88	32.03125	6.54774252947841E-18
26.88	32.421875	5.88433033433631E-18
26.88	32.8125	9.99683207742729E-18
26.88	33.203125	4.50877290817876E-18
26.88	33.59375	6.91746384165366E-18
26.88	33.984375	1.27541513053438E-17
26.88	34.375	2.21437687056559E-18
26.88	34.765625	5.20444196675606E-18
26.88	35.15625	1.21224723699159E-17
26.88	35.546875	1.01869273896268E-18
26.88	35.9375	2.95112892450225E-18
26.88	36.328125	2.65330016352117E-18
26.88	36.71875	3.52611741884518E-18
26.88	37.109375	7.98418174879548E-18
26.88	37.5	9.07431078095777E-18
26.88	37.890625	9.45564235656825E-18
26.88	38.28125	7.6589794938479E-18
26.88	38.671875	9.83946496050633E-18
26.88	39.0625	2.94254418147456E-18
26.88	39.453125	4.20450675916257E-19
26.88	39.84375	6.34003719162852E-18
26.88	40.234375	1.15921662413902E-18
26.88	40.625	6.86904156305857E-18
26.88	41.015625	1.13494825595268E-17
26.88	41.40625	6.0802350740653E-18
26.88	41.796875	8.64228731874794E-19
26.88	42.1875	1.12510496633578E-17
26.88	42.578125	1.22169169567888E-17
26.88	42.96875	3.75491940870569E-18
26.88	43.359375	1.05371906008395E-18
26.88	43.75	4.30229615692996E-19
26.88	44.140625	5.64633412112705E-19
26.88	44.53125	1.04638019007107E-19
26.88	44.921875	2.81466995938553E-19
26.88	45.3125	2.40728740507626E-20
26.88	45.703125	5.16583111108776E-20
26.88	46.09375	4.93292568328969E-21
26.88	46.484375	1.93516167597064E-20
26.88	46.875	1.34195503006992E-20
26.88	47.265625	3.85894353208716E-21
26.88	47.65625	3.73224655591312E-22
26.88	48.046875	3.69903237137405E-22
26.88	48.4375	8.37856673737704E-23
26.88	48.828125	2.33942679198622E-22
26.88	49.21875	3.50675507479841E-23
26.88	49.609375	1.2235215126941E-22
26.88	50	8.20643963764283E-23
29.44	0	3.69118899599596E-15
29.44	0.390625	8.60681219319639E-15
29.44	0.78125	5.22403940019343E-15
29.44	1.171875	5.15682485493576E-16
29.44	1.5625	2.23914568385718E-16
29.44	1.953125	1.0095271242442E-16
29.44	2.34375	3.335233273826E-17
29.44	2.734375	1.09520505443327E-17
29.44	3.125	3.12074806326059E-17
29.44	3.515625	3.14033134001459E-17
29.44	3.90625	3.5939175034104E-18
29.44	4.296875	8.49899513199195E-17
29.44	4.6875	7.3878541493757E-18
29.44	5.078125	1.00997114594839E-17
29.44	5.46875	1.18987591314299E-17
29.44	5.859375	1.82729746155305E-17
29.44	6.25	2.79799726875087E-17
29.44	6.640625	5.7134296139027E-17
29.44	7.03125	3.55839775826431E-17
29.44	7.421875	2.92539317467806E-18
29.44	7.8125	9.80474357275753E-19
29.44	8.203125	4.03831559280235E-19
29.44	8.59375	4.38047491217282E-18
29.44	8.984375	1.63616312105966E-17
29.44	9.375	2.325283103965E-18
29.44	9.765625	3.63617658808885E-19
29.44	10.15625	1.95351754519955E-18
29.44	10.546875	1.132780517931E-17
29.44	10.9375	5.64844365806712E-18
29.44	11.328125	6.03166539015295E-19
29.44	11.71875	1.10617123840492E-18
29.44	12.109375	1.49652508261116E-18
29.44	12.5	1.69952267550188E-18
29.44	12.890625	3.79135288761334E-18
29.44	13.28125	1.77492469164791E-18
29.44	13.671875	3.6906058712944E-18
29.44	14.0625	1.41659507319059E-18
29.44	14.453125	2.6912673648735E-18
29.44	14.84375	1.65496137765196E-18
29.44	15.234375	1.40351313184332E-18
29.44	15.625	1.56612730849866E-18
29.44	16.015625	2.33756256325777E-18
29.44	16.40625	1.01904695147203E-17
29.44	16.796875	4.01742311569244E-18
29.44	17.1875	1.95645898725053E-17
29.44	17.578125	8.91058442809732E-19
29.44	17.96875	6.89341948693856E-18
29.44	18.359375	9.74022492755711E-18
29.44	18.75	1.31470171535568E-17
29.44	19.140625	3.91052429449086E-18
29.44	19.53125	6.00245208910155E-18
29.44	19.921875	4.71047444408489E-18
29.44	20.3125	9.72687997184582E-18
29.44	20.703125	6.43580816987442E-18
29.44	21.09375	1.82934051410329E-18
29.44	21.484375	4.34881797236806E-18
29.44	21.875	3.24001833971941E-18
29.44	22.265625	1.22416926242357E-17
29.44	22.65625	2.5009688440639E-18
29.44	23.046875	1.06508587165608E-18
29.44	23.4375	9.63869854432129E-19
29.44	23.828125	3.53977699230432E-18
29.44	24.21875	2.21492896475177E-18
29.44	24.609375	7.17936314367839E-19
29.44	25	8.91333236064419E-19
29.44	25.390625	1.08754073179469E-17
29.44	25.78125	2.67675723080852E-17
29.44	26.171875	1.15415238930212E-17
29.44	26.5625	2.12969701431077E-17
29.44	26.953125	8.34033666345035E-18
29.44	27.34375	2.14203187212692E-18
29.44	27.734375	1.11637152391579E-18
29.44	28.125	5.0734655130897E-18
29.44	28.515625	4.45456895617837E-18
29.44	28.90625	1.53483773812229E-18
29.44	29.296875	6.80453019704178E-18
29.44	29.6875	7.12311811128713E-18
29.44	30.078125	7.68429513286176E-18
29.44	30.46875	1.78978826106838E-18
29.44	30.859375	5.02381169052123E-18
29.44	31.25	1.47093624074128E-18
29.44	31.640625	8.37847310109195E-18
29.44	32.03125	1.00988834771216E-17
29.44	32.421875	8.16056863930541E-18
29.44	32.8125	3.51705389997524E-18
29.44	33.203125	3.6204733886359E-18
29.44	33.59375	2.93374980779041E-18
29.44	33.984375	2.61753559617461E-18
29.44	34.375	4.22024161740869E-18
29.44	34.765625	2.69816527042737E-18
29.44	35.15625	1.87454084343822E-18
29.44	35.546875	1.18889893643863E-17
29.44	35.9375	2.18991336707083E-18
29.44	36.328125	7.5210159354938E-18
29.44	36.71875	2.27032076969548E-18
29.44	37.109375	2.16182397668979E-18
29.44	37.5	6.34111131435128E-18
29.44	37.890625	8.51930038405764E-20
29.44	38.28125	4.37888973670437E-18
29.44	38.671875	6.12523840649439E-18
29.44	39.0625	2.87072622359361E-18
29.44	39.453125	6.00923481734724E-18
29.44	39.84375	2.59247105308823E-18
29.44	40.234375	1.12283947842219E-19
29.44	40.625	3.59552765723693E-18
29.44	41.015625	1.80794110691474E-18
29.44	41.40625	5.77862833857335E-18
29.44	41.796875	8.72728733804584E-19
29.44	42.1875	5.40653582073554E-20
29.44	42.578125	7.88083325943658E-18
29.44	42.96875	5.79573722780203E-18
29.44	43.359375	1.15888423168599E-18
29.44	43.75	3.47055797869691E-18
29.44	44.140625	3.76147376119142E-19
29.44	44.53125	4.90117523618769E-19
29.44	44.921875	7.23790602662895E-20
29.44	45.3125	4.98701233749146E-20
29.44	45.703125	8.08084816187399E-20
29.44	46.09375	3.38813920271727E-20
29.44	46.484375	4.12599181764087E-20
29.44	46.875	1.83376390300364E-20
29.44	47.265625	2.75684389758331E-21
29.44	47.65625	1.18306032082612E-21
29.44	48.046875	1.58894733006445E-21
29.44	48.4375	2.21672336595188E-22
29.44	48.828125	1.05844202664822E-21
29.44	49.21875	6.87008062778785E-22
29.44	49.609375	4.20113613826854E-22
29.44	50	3.13670201324674E-22
32	0	4.62189599899511E-16
32	0.390625	1.37815618905684E-15
32	0.78125	6.62926837384141E-17
32	1.171875	1.80422336958308E-16
32	1.5625	1.34028470973997E-16
32	1.953125	3.84032194511912E-16
32	2.34375	1.65480998208471E-16
32	2.734375	5.19923335613929E-17
32	3.125	5.47753338148213E-17
32	3.515625	1.92631732231719E-18
32	3.90625	1.19351839160071E-17
32	4.296875	3.32760425199347E-17
32	4.6875	9.0807881109521E-18
32	5.078125	8.57174940371796E-18
32	5.46875	4.71209812153335E-18
32	5.859375	2.30942328492957E-17
32	6.25	2.98250491791435E-17
32	6.640625	1.2405510913537E-17
32	7.03125	7.04139433227902E-18
32	7.421875	1.06826073544285E-17
32	7.8125	1.80818711528273E-17
32	8.203125	1.32300614343879E-17
32	8.59375	4.70186213107764E-18
32	8.984375	8.7221457613548E-18
32	9.375	3.73037482995568E-17
32	9.765625	1.22754796437514E-17
32	10.15625	2.20183315784091E-18
32	10.546875	4.7716934226351E-18
32	10.9375	6.63136887336074E-18
32	11.328125	1.07455230518062E-18
32	11.71875	2.53838139404097E-18
32	12.109375	1.65358308620929E-17
32	12.5	1.37446340670132E-17
32	12.890625	1.79192253320582E-19
32	13.28125	3.15447065143877E-18
32	13.671875	1.66557097587502E-17
32	14.0625	4.87182859056106E-18
32	14.453125	1.7800461092359E-17
32	14.84375	9.54230568165048E-18
32	15.234375	2.24250925580808E-18
32	15.625	3.84986710938111E-18
32	16.015625	2.83326986893846E-19
32	16.40625	1.73256960292245E-18
32	16.796875	3.12826340735461E-18
32	17.1875	1.09385041882886E-17
32	17.578125	7.04616001273453E-18
32	17.96875	7.89179790989676E-18
32	18.359375	1.66329501436519E-17
32	18.75	3.93755024766812E-18
32	19.140625	3.34289470106552E-18
32	19.53125	8.5750488079451E-18
32	19.921875	5.00696189848867E-19
32	20.3125	6.24139632758933E-18
32	20.703125	5.82081029203838E-18
32	21.09375	3.84925289489032E-18
32	21.484375	2.75776763649799E-18
32	21.875	4.05326398270197E-18
32	22.265625	4.17290332562843E-18
32	22.65625	4.66011799458369E-18
32	23.046875	4.14811812743728E-19
32	23.4375	2.42206187050419E-17
32	23.828125	1.15205689619346E-17
32	24.21875	7.16603950205288E-20
32	24.609375	2.49428971473895E-18
32	25	2.09383236769766E-18
32	25.390625	1.77620732494629E-18
32	25.78125	3.65742561833867E-18
32	26.171875	1.5577175208233E-18
32	26.5625	1.87774358723433E-17
32	26.953125	1.25563303835685E-17
32	27.34375	4.28843103855968E-18
32	27.734375	8.41488176163082E-19
32	28.125	7.35863837669883E-18
32	28.515625	5.71926163505923E-18
32	28.90625	6.25193126919286E-19
32	29.296875	3.44842649554279E-18
32	29.6875	1.72713742631283E-18
32	30.078125	3.12002064919455E-19
32	30.46875	3.39545110421531E-19
32	30.859375	4.13382717222143E-19
32	31.25	5.23753510385638E-18
32	31.640625	5.23349954804688E-18
32	32.03125	3.95775433878208E-19
32	32.421875	3.03500463015613E-18
32	32.8125	2.59186945032555E-18
32	33.203125	1.3060190493305E-17
32	33.59375	4.41595550524907E-18
32	33.984375	3.77593999566195E-18
32	34.375	2.09755190866541E-18
32	34.765625	4.60460301793767E-18
32	35.15625	6.46375657043454E-18
32	35.546875	8.92079214771832E-19
32	35.9375	7.89320327315401E-19
32	36.328125	4.65493049571046E-18
32	36.71875	1.20208383387446E-17
32	37.109375	4.74486765755878E-18
32	37.5	1.44327472431225E-17
32	37.890625	2.08287829754307E-18
32	38.28125	2.63577612028309E-18
32	38.671875	1.76857844201544E-18
32	39.0625	1.52021159762558E-18
32	39.453125	1.03930175676543E-18
32	39.84375	9.9935626550082E-19
32	40.234375	3.54315785168597E-18
32	40.625	2.34916561798838E-18
32	41.015625	1.4100636424688E-18
32	41.40625	1.78111452134215E-18
32	41.796875	3.62119985053268E-18
32	42.1875	4.94806669946569E-18
32	42.578125	1.13953032373967E-19
32	42.96875	2.06053029685424E-19
32	43.359375	3.07365963215042E-18
32	43.75	3.66600184344708E-18
32	44.140625	6.65467256622833E-19
32	44.53125	9.96263905447925E-20
32	44.921875	5.09177217192289E-19
32	45.3125	3.06014672485199E-19
32	45.703125	1.87763992234885E-20
32	46.09375	8.29390093258706E-20
32	46.484375	9.0289497064974E-22
32	46.875	4.67091253092206E-21
32	47.265625	5.51893220153969E-22
32	47.65625	6.51408258757446E-22
32	48.046875	3.23276160388796E-22
32	48.4375	2.80476871153534E-22
32	48.828125	4.89281546367068E-22
32	49.21875	1.35189126014176E-23
32	49.609375	1.00864998010333E-21
32	50	1.59201406448523E-21
34.56	0	2.15272718625579E-16
34.56	0.390625	1.86797199196867E-15
34.56	0.78125	2.03732982713635E-15
34.56	1.171875	3.49429371641161E-17
34.56	1.5625	9.02947637256132E-17
34.56	1.953125	2.35213042064805E-16
34.56	2.34375	1.44281429264071E-16
34.56	2.734375	1.86749074021419E-17
34.56	3.125	1.15631317998324E-17
34.56	3.515625	3.85567901903783E-17
34.56	3.90625	4.04893461011871E-17
34.56	4.296875	7.90772659428879E-17
34.56	4.6875	5.54209642359027E-17
34.56	5.078125	3.76117139484607E-17
34.56	5.46875	1.67930321090788E-17
34.56	5.859375	5.11733847177594E-17
34.56	6.25	4.74593042015062E-18
34.56	6.640625	1.5428595614831E-17
34.56	7.03125	1.74336607567414E-17
34.56	7.421875	4.28970823796434E-18
34.56	7.8125	6.50813578636749E-18
34.56	8.203125	3.31630504415215E-18
34.56	8.59375	2.99681486337334E-18
34.56	8.984375	7.88071897702299E-18
34.56	9.375	5.48593435881141E-18
34.56	9.765625	3.06771624757236E-18
34.56	10.15625	8.79921163809653E-19
34.56	10.546875	1.38787418412672E-18
34.56	10.9375	1.05987461128918E-18
34.56	11.328125	2.24177794158003E-18
34.56	11.71875	1.61287337284918E-18
34.56	12.109375	8.99864296156994E-18
34.56	12.5	1.66920485386447E-17
34.56	12.890625	2.43765150358228E-17
34.56	13.28125	5.46503272386902E-18
34.56	13.671875	1.69070617477986E-18
34.56	14.0625	2.25938487312102E-18
34.56	14.453125	2.32398197143136E-18
34.56	14.84375	5.26583890753224E-18
34.56	15.234375	6.77847608907376E-18
34.56	15.625	5.9121070101632E-19
34.56	16.015625	2.29933587346051E-18
34.56	16.40625	6.0810259152772E-18
34.56	16.796875	1.02478577958491E-17
34.56	17.1875	2.91861737614608E-18
34.56	17.578125	2.54320772119621E-18
34.56	17.96875	3.04753926596164E-19
34.56	18.359375	1.88138574179732E-18
34.56	18.75	7.06441476166868E-18
34.56	19.140625	2.08869300081513E-17
34.56	19.53125	5.60022269238934E-18
34.56	19.921875	1.72904356281095E-18
34.56	20.3125	1.14748072826545E-19
34.56	20.703125	6.29440733962829E-18
34.56	21.09375	2.08513745743928E-18
34.56	21.484375	1.67064364195762E-18
34.56	21.875	2.1131593278622E-18
34.56	22.265625	8.55857409140637E-18
34.56	22.65625	4.13640136580258E-18
34.56	23.046875	5.98851519865439E-18
34.56	23.4375	2.00717031341364E-18
34.56	23.828125	2.14632402040333E-18
34.56	24.21875	1.70415430711922E-18
34.56	24.609375	1.02029289846231E-18
34.56	25	5.74494434479006E-18
34.56	25.390625	7.82557420489101E-18
34.56	25.78125	5.92610964658978E-20
34.56	26.171875	8.19719794708733E-19
34.56	26.5625	3.36015740547096E-18
34.56	26.953125	6.44556893341726E-19
34.56	27.34375	8.61005102682016E-18
34.56	27.734375	6.20764898342302E-18
34.56	28.125	1.33091366240292E-18
34.56	28.515625	1.48792957752118E-18
34.56	28.90625	7.54420225250479E-19
34.56	29.296875	1.08381264824765E-18
34.56	29.6875	6.58600058350703E-18
34.56	30.078125	1.22775870639497E-18
34.56	30.46875	7.14760741700271E-18
34.56	30.859375	3.36348007454133E-18
34.56	31.25	6.81505088126559E-18
34.56	31.640625	1.73885193138695E-18
34.56	32.03125	4.48595073477215E-18
34.56	32.421875	3.90583948833055E-18
34.56	32.8125	2.24791243178192E-19
34.56	33.203125	6.03730317326738E-19
34.56	33.59375	1.70515801939345E-18
34.56	33.984375	1.17145171715489E-18
34.56	34.375	2.36848386148973E-18
34.56	34.765625	8.95550740311001E-18
34.56	35.15625	9.24993934945829E-18
34.56	35.546875	6.01436977751303E-18
34.56	35.9375	1.76124853789136E-19
34.56	36.328125	1.21526072307639E-17
34.56	36.71875	3.76104785835586E-18
34.56	37.109375	6.45862917831285E-18
34.56	37.5	5.40919288970127E-18
34.56	37.890625	9.56727402335498E-19
34.56	38.28125	2.31966102706354E-18
34.56	38.671875	4.79187635705006E-19
34.56	39.0625	7.20140774705695E-19
34.56	39.453125	8.63820961761148E-18
34.56	39.84375	8.2864619498468E-18
34.56	40.234375	7.32784244235568E-18
34.56	40.625	1.92968789854269E-18
34.56	41.015625	1.17737141235377E-18
34.56	41.40625	1.26443817957593E-18
34.56	41.796875	8.96000748774295E-19
34.56	42.1875	4.16507353035248E-19
34.56	42.578125	5.3987177511417E-19
34.56	42.96875	1.75693516257517E-19
34.56	43.359375	4.99550517699521E-18
34.56	43.75	4.13293690889363E-18
34.56	44.140625	3.65640092481341E-18
34.56	44.53125	3.21479898125722E-18
34.56	44.921875	1.90553239880794E-19
34.56	45.3125	8.90086834652765E-20
34.56	45.703125	3.7017272381025E-19
34.56	46.09375	1.10594705910307E-20
34.56	46.484375	1.41817764301065E-22
34.56	46.875	1.87396273274498E-21
34.56	47.265625	7.73799378017661E-22
34.56	47.65625	1.61006690228261E-21
34.56	48.046875	5.80366527588803E-22
34.56	48.4375	6.14791897089223E-22
34.56	48.828125	1.58144737430559E-22
34.56	49.21875	1.46978366564802E-22
34.56	49.609375	1.79580893265277E-22
34.56	50	4.76682665494074E-22
37.12	0	1.04338392502163E-16
37.12	0.390625	4.62818760086911E-16
37.12	0.78125	7.994255790112E-17
37.12	1.171875	6.26933665508352E-17
37.12	1.5625	2.39064977691355E-17
37.12	1.953125	1.30406217705305E-17
37.12	2.34375	5.22920816701637E-18
37.12	2.734375	3.9997266576765E-17
37.12	3.125	1.41132615751598E-17
37.12	3.515625	4.48319362108461E-17
37.12	3.90625	3.21782061634054E-17
37.12	4.296875	2.39493596187951E-17
37.12	4.6875	4.93345825579811E-17
37.12	5.078125	1.15540747421549E-17
37.12	5.46875	2.85150787203997E-18
37.12	5.859375	1.42890670905028E-18
37.12	6.25	4.16111811977422E-18
37.12	6.640625	2.39567337200569E-17
37.12	7.03125	5.71300474902553E-17
37.12	7.421875	4.2929034783095E-17
37.12	7.8125	1.60647735149262E-17
37.12	8.203125	2.14854721328149E-18
37.12	8.59375	6.41170804385134E-19
37.12	8.984375	1.44106829943072E-18
37.12	9.375	7.79725831314154E-18
37.12	9.765625	3.41918788058966E-18
37.12	10.15625	6.23449985962656E-18
37.12	10.546875	8.93446559387615E-18
37.12	10.9375	7.10776510061488E-18
37.12	11.328125	3.31737677833416E-18
37.12	11.71875	4.27141164920738E-18
37.12	12.109375	4.94313552758362E-18
37.12	12.5	7.67529955789632E-18
37.12	12.890625	3.45916893055491E-19
37.12	13.28125	2.98441406921979E-19
37.12	13.671875	9.02309030526381E-18
37.12	14.0625	7.87889576484906E-18
37.12	14.453125	6.33287856647781E-19
37.12	14.84375	6.74244433028759E-19
37.12	15.234375	6.083308487171E-18
37.12	15.625	1.85438598472761E-17
37.12	16.015625	8.57273233305392E-18
37.12	16.40625	1.4105438696164E-17
37.12	16.796875	2.73164279867984E-17
37.12	17.1875	4.97096926004566E-18
37.12	17.578125	1.93515941510333E-18
37.12	17.96875	6.61138974178327E-18
37.12	18.359375	2.47231523601079E-17
37.12	18.75	9.48221730199238E-18
37.12	19.140625	1.54283881435473E-18
37.12	19.53125	5.69154323604833E-19
37.12	19.921875	2.17848275927532E-18
37.12	20.3125	2.66852302111558E-18
37.12	20.703125	7.90617867863267E-18
37.12	21.09375	6.98411828744724E-19
37.12	21.484375	3.78443095477519E-19
37.12	21.875	2.85904360247995E-18
37.12	22.265625	5.47640676219045E-18
37.12	22.65625	8.78522990942807E-18
37.12	23.046875	4.61354064417503E-18
37.12	23.4375	2.28781277419508E-19
37.12	23.828125	6.5866114344301E-21
37.12	24.21875	5.17104248685477E-19
37.12	24.609375	3.14963909471569E-18
37.12	25	5.04652840202007E-18
37.12	25.390625	7.95136414098648E-18
37.12	25.78125	6.02915954666309E-20
37.12	26.171875	9.70586589593077E-18
37.12	26.5625	5.59868622222853E-18
37.12	26.953125	1.0397447899162E-17
37.12	27.34375	1.75349899468803E-17
37.12	27.734375	8.72988766114323E-18
37.12	28.125	3.740571227946E-18
37.12	28.515625	2.96247369999445E-18
37.12	28.90625	3.74073225804218E-19
37.12	29.296875	7.58678233937634E-18
37.12	29.6875	2.36650449296843E-18
37.12	30.078125	3.70865247709284E-19
37.12	30.46875	2.09763909313896E-19
37.12	30.859375	3.09353751218086E-18
37.12	31.25	3.49827866411689E-18
37.12	31.640625	1.05967185355871E-17
37.12	32.03125	2.71216902915159E-17
37.12	32.421875	1.09979757225716E-17
37.12	32.8125	3.50399842560136E-18
37.12	33.203125	2.46636123266008E-18
37.12	33.59375	3.7565225392523E-18
37.12	33.984375	8.06721941372636E-18
37.12	34.375	1.58319888823735E-18
37.12	34.765625	1.43402657686992E-18
37.12	35.15625	1.00530930260227E-17
37.12	35.546875	5.34547392931319E-18
37.12	35.9375	3.59057534451124E-18
37.12	36.328125	2.26611401672859E-18
37.12	36.71875	2.25983907634101E-18
37.12	37.109375	1.19801926240984E-19
37.12	37.5	1.0729192683196E-18
37.12	37.890625	2.37676384340832E-18
37.12	38.28125	4.03508271256624E-18
37.12	38.671875	3.51637874500611E-19
37.12	39.0625	6.33690839904658E-19
37.12	39.453125	1.44577641586913E-18
37.12	39.84375	6.29532265586038E-19
37.12	40.234375	1.56296756634124E-18
37.12	40.625	1.40565659536076E-18
37.12	41.015625	3.11821222971363E-18
37.12	41.40625	1.19163706486763E-18
37.12	41.796875	6.17045748720749E-19
37.12	42.1875	1.88951778259045E-19
37.12	42.578125	8.11103296589927E-19
37.12	42.96875	7.52928134410802E-19
37.12	43.359375	1.23564848944256E-18
37.12	43.75	1.39648430335411E-18
37.12	44.140625	7.96756027512527E-20
37.12	44.53125	1.6181212184127E-18
37.12	44.921875	7.4192374605077E-19
37.12	45.3125	6.62015927186052E-19
37.12	45.703125	2.11155389362275E-19
37.12	46.09375	1.07988868496254E-19
37.12	46.484375	1.10013293392789E-19
37.12	46.875	4.75408312715348E-21
37.12	47.265625	6.92538790101322E-22
37.12	47.65625	4.17309101520824E-22
37.12	48.046875	2.11922076663983E-22
37.12	48.4375	1.62035070335467E-22
37.12	48.828125	3.54589361978969E-23
37.12	49.21875	2.51864353924404E-23
37.12	49.609375	1.21121565846092E-23
37.12	50	7.6625208382788E-23
39.68	0	6.59656285420888E-16
39.68	0.390625	6.00704845304774E-15
39.68	0.78125	3.3802793490861E-15
39.68	1.171875	1.42028626163841E-16
39.68	1.5625	9.12515198140943E-17
39.68	1.953125	1.3030526761464E-17
39.68	2.34375	3.20875281769315E-17
39.68	2.734375	7.66210026015537E-17
39.68	3.125	3.52376455289869E-17
39.68	3.515625	2.72900991623635E-17
39.68	3.90625	1.32383439752576E-17
39.68	4.296875	1.19961487196395E-17
39.68	4.6875	3.01932397013694E-17
39.68	5.078125	3.51354692791623E-17
39.68	5.46875	4.45316563328748E-17
39.68	5.859375	2.93208448140665E-17
39.68	6.25	4.10462017257671E-17
39.68	6.640625	2.05068208128905E-17
39.68	7.03125	7.41559876197651E-18
39.68	7.421875	1.39798126648728E-17
39.68	7.8125	1.27295242082037E-17
39.68	8.203125	3.23353519057715E-18
39.68	8.59375	3.82555159846823E-18
39.68	8.984375	2.52121671136145E-18
39.68	9.375	1.41561117296296E-18
39.68	9.765625	1.2208653241802E-18
39.68	10.15625	1.90394442255101E-18
39.68	10.546875	4.74136701052162E-18
39.68	10.9375	4.30532096781117E-18
39.68	11.328125	1.52290053846891E-17
39.68	11.71875	1.94482683540882E-17
39.68	12.109375	1.46648725547922E-18
39.68	12.5	1.05980047678662E-18
39.68	12.890625	5.84005311602836E-18
39.68	13.28125	4.54278963900081E-18
39.68	13.671875	3.17792920576894E-18
39.68	14.0625	3.93186577918197E-18
39.68	14.453125	2.35948406337246E-18
39.68	14.84375	1.0964319417446E-17
39.68	15.234375	1.83671899478098E-18
39.68	15.625	1.40419603878601E-18
39.68	16.015625	1.16474429510107E-17
39.68	16.40625	2.11459430653805E-17
39.68	16.796875	1.2693792867326E-17
39.68	17.1875	2.49844198010457E-18
39.68	17.578125	8.60390140011842E-18
39.68	17.96875	1.05096231648636E-17
39.68	18.359375	4.04890626459455E-18
39.68	18.75	1.18454027625057E-17
39.68	19.140625	1.64908838489687E-18
39.68	19.53125	2.29492694546905E-18
39.68	19.921875	7.44522167352189E-18
39.68	20.3125	1.12606068917917E-18
39.68	20.703125	3.50689209597147E-19
39.68	21.09375	1.44241156910958E-18
39.68	21.484375	2.1192632439244E-18
39.68	21.875	9.18945106225838E-19
39.68	22.265625	3.06455453384138E-19
39.68	22.65625	2.13550096776414E-18
39.68	23.046875	1.05164931045915E-18
39.68	23.4375	2.68189790612715E-18
39.68	23.828125	6.16597587983333E-19
39.68	24.21875	9.15440415923749E-19
39.68	24.609375	1.18923021937737E-18
39.68	25	1.10875078185651E-18
39.68	25.390625	3.67025155405644E-18
39.68	25.78125	3.49153061832557E-18
39.68	26.171875	5.63029758102226E-18
39.68	26.5625	2.40608820405134E-17
