#Time[sec]	Frequency[Hz]	Power[(m/s)^2ÅEs]
536.32	37.890625	2.15616479235127E-18
536.32	38.28125	8.38320180216999E-19
536.32	38.671875	5.32504187383515E-18
536.32	39.0625	1.52341675444726E-17
536.32	39.453125	1.06374581311569E-17
536.32	39.84375	3.15851796378218E-18
536.32	40.234375	5.34159474200132E-18
536.32	40.625	9.76948981115198E-18
536.32	41.015625	3.26933361973677E-18
536.32	41.40625	1.53404903618008E-18
536.32	41.796875	4.1552166386925E-18
536.32	42.1875	8.35848100536024E-19
536.32	42.578125	7.08277742259307E-19
536.32	42.96875	3.69129975434088E-18
536.32	43.359375	3.18745156199814E-18
536.32	43.75	1.358477495044E-18
536.32	44.140625	1.3756028674418E-18
536.32	44.53125	3.61210835756524E-19
536.32	44.921875	4.80849874573796E-19
536.32	45.3125	7.97872645555224E-19
536.32	45.703125	3.46375092480731E-19
536.32	46.09375	2.15026804160566E-21
536.32	46.484375	5.06310121097206E-20
536.32	46.875	1.57888454933544E-20
536.32	47.265625	2.33570496403643E-21
536.32	47.65625	5.35488861568344E-22
536.32	48.046875	5.16305686952978E-22
536.32	48.4375	1.83873647362559E-21
536.32	48.828125	1.15250174094626E-21
536.32	49.21875	1.37762654748307E-21
536.32	49.609375	3.33273828165877E-22
536.32	50	1.15922305601031E-21
538.88	0	3.94573654204029E-17
538.88	0.390625	4.41699457259826E-16
538.88	0.78125	1.1429881411529E-15
538.88	1.171875	6.83568137181436E-16
538.88	1.5625	3.09419049500464E-16
538.88	1.953125	7.69038993732742E-16
538.88	2.34375	3.13336168191925E-16
538.88	2.734375	9.11072291909166E-18
538.88	3.125	1.55087504556045E-17
538.88	3.515625	8.41205000221002E-17
538.88	3.90625	7.95933080881214E-17
538.88	4.296875	7.11441357958036E-17
538.88	4.6875	1.57151175997552E-17
538.88	5.078125	7.35167336170034E-18
538.88	5.46875	4.72425757310582E-18
538.88	5.859375	3.62062776189733E-18
538.88	6.25	3.84571986777947E-17
538.88	6.640625	4.11173422141279E-17
538.88	7.03125	3.90912640304824E-18
538.88	7.421875	1.4778450701967E-17
538.88	7.8125	1.85419357027866E-18
538.88	8.203125	1.01365272741028E-17
538.88	8.59375	7.06266852305448E-18
538.88	8.984375	7.2098821302088E-18
538.88	9.375	1.68372040275479E-17
538.88	9.765625	8.34338785958011E-18
538.88	10.15625	4.33496238739687E-18
538.88	10.546875	4.64089582305947E-18
538.88	10.9375	7.08218329074758E-19
538.88	11.328125	2.68451378775429E-18
538.88	11.71875	6.90875726529176E-18
538.88	12.109375	8.79538403337469E-19
538.88	12.5	5.16719853643904E-18
538.88	12.890625	1.58784516054532E-17
538.88	13.28125	2.82051989805565E-17
538.88	13.671875	1.98398021205011E-17
538.88	14.0625	5.48030797610669E-18
538.88	14.453125	6.03052866605215E-19
538.88	14.84375	3.68370765152151E-19
538.88	15.234375	2.46598071352857E-18
538.88	15.625	4.78434506819577E-18
538.88	16.015625	4.86376251947128E-19
538.88	16.40625	3.90421040612169E-18
538.88	16.796875	3.867827548348E-18
538.88	17.1875	4.09041175918828E-18
538.88	17.578125	4.35188399490849E-18
538.88	17.96875	4.81136221164978E-19
538.88	18.359375	8.8885825870895E-20
538.88	18.75	1.62001937357191E-18
538.88	19.140625	3.00334667611552E-18
538.88	19.53125	1.12974983337455E-18
538.88	19.921875	1.25241068494354E-18
538.88	20.3125	5.95667850040111E-18
538.88	20.703125	4.63439844872017E-19
538.88	21.09375	4.24086879688657E-19
538.88	21.484375	2.49294466893923E-18
538.88	21.875	8.34750761371977E-18
538.88	22.265625	2.75579349716242E-18
538.88	22.65625	1.31821637396611E-18
538.88	23.046875	8.71610856114789E-20
538.88	23.4375	5.03672606611393E-19
538.88	23.828125	1.92881757286217E-18
538.88	24.21875	3.47199566471343E-18
538.88	24.609375	1.14172632212605E-17
538.88	25	9.90159032089978E-18
538.88	25.390625	6.39344983203693E-18
538.88	25.78125	3.36588419615935E-18
538.88	26.171875	9.84410333764789E-18
538.88	26.5625	1.27512397023955E-17
538.88	26.953125	5.10167195735231E-18
538.88	27.34375	7.20096407157389E-19
538.88	27.734375	4.97989941562582E-18
538.88	28.125	9.50775000835049E-18
538.88	28.515625	2.09218682287207E-18
538.88	28.90625	2.53229638658684E-18
538.88	29.296875	8.1902289963061E-19
538.88	29.6875	1.99465904995528E-19
538.88	30.078125	8.81824240319218E-19
538.88	30.46875	2.28593095137568E-18
538.88	30.859375	3.38215377567722E-19
538.88	31.25	1.19536120128383E-18
538.88	31.640625	3.4354898288874E-18
538.88	32.03125	1.75036199964876E-17
538.88	32.421875	1.36679333372673E-17
538.88	32.8125	2.08538270181884E-17
538.88	33.203125	5.89768867075197E-18
538.88	33.59375	2.02060512602308E-18
538.88	33.984375	4.68371012172905E-18
538.88	34.375	8.03085129117339E-19
538.88	34.765625	1.18823025939791E-20
538.88	35.15625	1.84007652561714E-18
538.88	35.546875	2.57644976919784E-18
538.88	35.9375	2.99123610310029E-18
538.88	36.328125	6.76959413958597E-18
538.88	36.71875	1.41925453663262E-17
538.88	37.109375	1.68915876826092E-18
538.88	37.5	4.35783040568353E-19
538.88	37.890625	7.53344616619167E-19
538.88	38.28125	1.55549320785707E-19
538.88	38.671875	4.59050676196774E-18
538.88	39.0625	1.02375066403793E-18
538.88	39.453125	1.37178797823726E-19
538.88	39.84375	9.65277909763566E-18
538.88	40.234375	1.21913354126624E-17
538.88	40.625	1.36530965332677E-18
538.88	41.015625	2.02313386959951E-18
538.88	41.40625	3.40068578159933E-19
538.88	41.796875	1.65971451382434E-18
538.88	42.1875	1.30323005609336E-18
538.88	42.578125	7.26752041054038E-19
538.88	42.96875	2.49834189989262E-18
538.88	43.359375	5.43805062077408E-18
538.88	43.75	2.4507273972037E-18
538.88	44.140625	1.54616644251893E-18
538.88	44.53125	1.33743354272946E-18
538.88	44.921875	1.78200687910146E-18
538.88	45.3125	1.46704353944157E-18
538.88	45.703125	1.0124291035186E-19
538.88	46.09375	3.58115902797621E-20
538.88	46.484375	5.84967569900449E-20
538.88	46.875	7.26300967086862E-21
538.88	47.265625	4.49465995506995E-21
538.88	47.65625	1.53129116084322E-22
538.88	48.046875	6.13474558268044E-22
538.88	48.4375	7.48255211352338E-23
538.88	48.828125	1.36771831195473E-22
538.88	49.21875	3.15499252639189E-22
538.88	49.609375	3.62324441288086E-22
538.88	50	1.57581046444322E-23
541.44	0	6.13613031336933E-16
541.44	0.390625	5.0381023323519E-15
541.44	0.78125	2.81351699457775E-15
541.44	1.171875	1.74619014949185E-16
541.44	1.5625	2.66418181709725E-16
541.44	1.953125	4.17369805618063E-16
541.44	2.34375	1.05435089257643E-16
541.44	2.734375	3.55757841656627E-17
541.44	3.125	1.09952646990623E-17
541.44	3.515625	4.87540623748628E-17
541.44	3.90625	2.57220702749801E-17
541.44	4.296875	1.25088344137502E-17
541.44	4.6875	8.13466839786567E-18
541.44	5.078125	1.35404429878774E-17
541.44	5.46875	7.80657007100914E-18
541.44	5.859375	9.36952497365203E-18
541.44	6.25	3.37233317823768E-17
541.44	6.640625	3.89603271994643E-17
541.44	7.03125	1.00871724529725E-19
541.44	7.421875	1.36524762805459E-17
541.44	7.8125	1.3413767689854E-17
541.44	8.203125	5.93780483672588E-18
541.44	8.59375	7.02223302231585E-18
541.44	8.984375	1.66418716486286E-17
541.44	9.375	2.45622204047635E-17
541.44	9.765625	3.94198024240777E-18
541.44	10.15625	1.51929638811239E-19
541.44	10.546875	5.44413112904079E-18
541.44	10.9375	4.49262948384841E-18
541.44	11.328125	1.95098247413266E-18
541.44	11.71875	8.99525842462084E-18
541.44	12.109375	8.68466371955714E-18
541.44	12.5	1.21410092475405E-17
541.44	12.890625	1.90871373464997E-17
541.44	13.28125	4.37410629104228E-18
541.44	13.671875	1.18867122974435E-17
541.44	14.0625	4.50267893487387E-18
541.44	14.453125	1.23982381867588E-17
541.44	14.84375	2.13851212420981E-17
541.44	15.234375	1.21382943509555E-17
541.44	15.625	4.64791007609455E-18
541.44	16.015625	6.58795872112507E-18
541.44	16.40625	1.16059877557515E-17
541.44	16.796875	1.00395405063466E-17
541.44	17.1875	2.77341076351775E-18
541.44	17.578125	8.08740341979442E-18
541.44	17.96875	1.9502515773072E-18
541.44	18.359375	4.21034943529464E-18
541.44	18.75	1.92202270726448E-17
541.44	19.140625	9.32174369913149E-18
541.44	19.53125	8.465465087862E-18
541.44	19.921875	1.03721708961551E-17
541.44	20.3125	7.6660829502584E-18
541.44	20.703125	3.59658051974012E-18
541.44	21.09375	1.52903168573661E-18
541.44	21.484375	3.65245915199908E-18
541.44	21.875	1.44037444042106E-17
541.44	22.265625	7.27708006426013E-18
541.44	22.65625	1.29323404458718E-17
541.44	23.046875	2.58242646870492E-17
541.44	23.4375	8.6882015269058E-18
541.44	23.828125	6.64492717044661E-18
541.44	24.21875	6.93043972511493E-18
541.44	24.609375	1.19843297370245E-18
541.44	25	1.0593258932833E-17
541.44	25.390625	1.33763001935293E-17
541.44	25.78125	4.51249295569512E-18
541.44	26.171875	5.84854453212288E-18
541.44	26.5625	1.08866951354608E-18
541.44	26.953125	1.22463999453203E-17
541.44	27.34375	6.2108344607166E-18
541.44	27.734375	7.42409203361884E-18
541.44	28.125	1.49854184579757E-17
541.44	28.515625	5.79988131777319E-18
541.44	28.90625	4.21238734117945E-19
541.44	29.296875	1.46133250720646E-18
541.44	29.6875	7.05556332903602E-18
541.44	30.078125	4.4423177109599E-21
541.44	30.46875	2.88494392155521E-18
541.44	30.859375	6.61416250440331E-18
541.44	31.25	4.93893929463735E-18
541.44	31.640625	1.22338590510783E-18
541.44	32.03125	1.86403792303666E-18
541.44	32.421875	6.80906116301574E-18
541.44	32.8125	1.15154396160862E-17
541.44	33.203125	5.34195299618198E-18
541.44	33.59375	1.66695296504029E-19
541.44	33.984375	8.54483599144951E-19
541.44	34.375	1.86145954915346E-18
541.44	34.765625	3.45859905280532E-18
541.44	35.15625	1.01752288599292E-17
541.44	35.546875	1.11168288962417E-17
541.44	35.9375	1.46975613467753E-17
541.44	36.328125	1.41766644266272E-17
541.44	36.71875	3.27393188518912E-18
541.44	37.109375	6.65208428067841E-20
541.44	37.5	2.30036284307004E-18
541.44	37.890625	2.26359887703798E-20
541.44	38.28125	2.49440983634614E-18
541.44	38.671875	1.65225376332687E-18
541.44	39.0625	4.66165332711328E-18
541.44	39.453125	1.28940527448158E-18
541.44	39.84375	1.01320514352127E-17
541.44	40.234375	2.06432262979112E-17
541.44	40.625	1.28260951574314E-17
541.44	41.015625	1.13685919212247E-18
541.44	41.40625	1.81197041739477E-19
541.44	41.796875	1.8637822387983E-18
541.44	42.1875	1.88027592114952E-18
541.44	42.578125	1.15598372141142E-18
541.44	42.96875	5.44275654246712E-19
541.44	43.359375	2.62058074664233E-18
541.44	43.75	3.19353990493485E-18
541.44	44.140625	2.4830531622176E-18
541.44	44.53125	1.59531792202865E-18
541.44	44.921875	2.26932070161652E-19
541.44	45.3125	1.26522649607545E-19
541.44	45.703125	3.12842680799384E-19
541.44	46.09375	6.54888444609288E-20
541.44	46.484375	1.99463757179427E-20
541.44	46.875	1.99451791358988E-20
541.44	47.265625	7.22390953295372E-22
541.44	47.65625	6.76405765372611E-24
541.44	48.046875	9.66610276055479E-22
541.44	48.4375	4.00016868073741E-22
541.44	48.828125	5.18936434797818E-23
541.44	49.21875	1.24835075354835E-22
541.44	49.609375	7.95467897660585E-22
541.44	50	2.02404099655151E-21
544	0	1.65576396077991E-15
544	0.390625	3.63676725658041E-15
544	0.78125	1.95374111780652E-15
544	1.171875	1.33900943561179E-16
544	1.5625	6.36111410724129E-17
544	1.953125	5.11128646065873E-17
544	2.34375	9.07321547474387E-18
544	2.734375	2.99324659772515E-18
544	3.125	4.56589962088358E-17
544	3.515625	4.72655695934691E-17
544	3.90625	1.30047273964599E-17
544	4.296875	3.47115055478099E-17
544	4.6875	6.07563327962198E-17
544	5.078125	7.3783768826461E-19
544	5.46875	3.91469851386121E-18
544	5.859375	3.11693721027938E-18
544	6.25	4.72269691522526E-18
544	6.640625	1.35608164777642E-17
544	7.03125	1.81652438383645E-17
544	7.421875	5.99137474047147E-18
544	7.8125	2.0323895159725E-18
544	8.203125	4.52864597502498E-18
544	8.59375	5.4615445656192E-18
544	8.984375	3.60374479378562E-18
544	9.375	8.88961983665661E-19
544	9.765625	1.10933880318293E-18
544	10.15625	3.28418725636102E-18
544	10.546875	7.65970978963978E-18
544	10.9375	2.30077385536538E-18
544	11.328125	1.39480012158111E-18
544	11.71875	5.05318434876984E-18
544	12.109375	1.03078170000463E-17
544	12.5	3.3053870355826E-18
544	12.890625	1.88105029568872E-18
544	13.28125	2.83464737921467E-18
544	13.671875	2.35207509937096E-18
544	14.0625	1.6075953113781E-18
544	14.453125	2.20360918434137E-18
544	14.84375	3.85556432306694E-18
544	15.234375	7.34329376669998E-18
544	15.625	5.49607627023478E-18
544	16.015625	7.20855476908429E-18
544	16.40625	4.03394113437871E-18
544	16.796875	6.2422414977475E-18
544	17.1875	1.43671820112475E-17
544	17.578125	2.10872592050319E-17
544	17.96875	1.27474831273842E-17
544	18.359375	1.32885830780283E-17
544	18.75	2.90762363487963E-18
544	19.140625	4.71443959371388E-19
544	19.53125	3.7864193650132E-18
544	19.921875	1.10070976873931E-17
544	20.3125	2.60125992248142E-18
544	20.703125	4.48998982405088E-18
544	21.09375	6.36442582096588E-18
544	21.484375	6.22842257642983E-18
544	21.875	1.02527017893602E-17
544	22.265625	1.31680805440932E-18
544	22.65625	1.46234989228273E-18
544	23.046875	3.14595765230533E-18
544	23.4375	8.44330370487945E-18
544	23.828125	1.28895124152458E-17
544	24.21875	2.65631958789866E-18
544	24.609375	4.61858443233384E-19
544	25	3.65654053535864E-18
544	25.390625	4.30529292271432E-18
544	25.78125	6.90533205756587E-19
544	26.171875	5.16578829505983E-18
544	26.5625	1.59061512717666E-17
544	26.953125	6.18093895680594E-19
544	27.34375	7.893820303918E-18
544	27.734375	2.93489070764989E-18
544	28.125	2.60370340845173E-18
544	28.515625	8.07868003841339E-18
544	28.90625	2.24480276853966E-18
544	29.296875	3.92928199307307E-18
544	29.6875	5.39852635049538E-18
544	30.078125	9.53313257749422E-18
544	30.46875	1.03279482759133E-18
544	30.859375	1.63102013895605E-18
544	31.25	4.03506755427813E-18
544	31.640625	7.88025446835322E-18
544	32.03125	4.19244129618098E-18
544	32.421875	4.74079073504281E-19
544	32.8125	2.06890059214194E-18
544	33.203125	6.77011344901053E-18
544	33.59375	7.92977862819852E-18
544	33.984375	5.0949231778209E-18
544	34.375	9.39908198057008E-18
544	34.765625	6.65694887076612E-18
544	35.15625	2.26956810264747E-18
544	35.546875	3.94156603288546E-19
544	35.9375	1.4591441621672E-18
544	36.328125	2.19510594321673E-18
544	36.71875	7.74738663310652E-19
544	37.109375	1.95073488381018E-19
544	37.5	6.91364198919192E-18
544	37.890625	3.17585894133155E-18
544	38.28125	1.70262167385466E-19
544	38.671875	2.63748797309023E-18
544	39.0625	4.77641773986687E-18
544	39.453125	4.54508701864303E-18
544	39.84375	7.38914726188459E-18
544	40.234375	1.07834369486899E-17
544	40.625	4.99759194721387E-18
544	41.015625	1.78621802044126E-18
544	41.40625	6.32595789120897E-19
544	41.796875	1.09862127346612E-18
544	42.1875	6.1523126268851E-19
544	42.578125	1.11722399905152E-18
544	42.96875	1.97454651962603E-18
544	43.359375	9.91265904445866E-19
544	43.75	2.02926810846586E-18
544	44.140625	2.62404109336121E-20
544	44.53125	9.8460057930474E-19
544	44.921875	4.74287446893678E-19
544	45.3125	1.85681126746347E-19
544	45.703125	5.17244969591633E-21
544	46.09375	1.22435038131989E-19
544	46.484375	1.06307732343396E-20
544	46.875	4.61429714041723E-21
544	47.265625	4.39255894854576E-22
544	47.65625	1.12790136398153E-22
544	48.046875	1.16539398558956E-21
544	48.4375	4.66754323426965E-22
544	48.828125	1.68046172272936E-22
544	49.21875	4.22043962307641E-23
544	49.609375	7.70328899651166E-23
544	50	7.2755614638741E-24
546.56	0	2.24055384842084E-17
546.56	0.390625	1.8434251929266E-15
546.56	0.78125	6.13992600968424E-16
546.56	1.171875	8.99989511221648E-17
546.56	1.5625	1.70064037522299E-16
546.56	1.953125	1.12821685535817E-16
546.56	2.34375	1.22438271102052E-17
546.56	2.734375	1.13919928912699E-17
546.56	3.125	6.3535870842207E-17
546.56	3.515625	1.44788603557918E-17
546.56	3.90625	3.20347768649992E-17
546.56	4.296875	2.73437832025991E-17
546.56	4.6875	3.32285561022493E-18
546.56	5.078125	3.34696545964332E-18
546.56	5.46875	5.7770503716198E-18
546.56	5.859375	1.38045426157804E-17
546.56	6.25	8.61522916044147E-18
546.56	6.640625	7.18301732379251E-18
546.56	7.03125	1.09162005385651E-17
546.56	7.421875	2.34665648862958E-17
546.56	7.8125	1.90637687575142E-17
546.56	8.203125	3.07067571743109E-18
546.56	8.59375	6.10721597029451E-19
546.56	8.984375	1.13565802717682E-18
546.56	9.375	1.57656706772307E-18
546.56	9.765625	3.81331583246315E-18
546.56	10.15625	7.00917673010678E-18
546.56	10.546875	1.40172707908311E-17
546.56	10.9375	4.16350074544282E-18
546.56	11.328125	1.78530350711131E-19
546.56	11.71875	1.17658888832652E-17
546.56	12.109375	3.56398716032464E-18
546.56	12.5	4.88241929921999E-18
546.56	12.890625	9.30909780103803E-18
546.56	13.28125	4.35492602034755E-18
546.56	13.671875	5.88910714701174E-18
546.56	14.0625	1.22925871542488E-18
546.56	14.453125	2.34459786034207E-18
546.56	14.84375	7.32468739885552E-18
546.56	15.234375	1.80119918038021E-18
546.56	15.625	3.54351140413418E-19
546.56	16.015625	6.40323785107896E-18
546.56	16.40625	3.29813432016687E-18
546.56	16.796875	2.47006458008635E-18
546.56	17.1875	1.45955498963494E-18
546.56	17.578125	1.11286578508764E-17
546.56	17.96875	5.64558737033053E-18
546.56	18.359375	5.24278027236327E-18
546.56	18.75	2.55384404137417E-18
546.56	19.140625	3.33110867316237E-18
546.56	19.53125	1.48807845299161E-18
546.56	19.921875	2.1296741477084E-18
546.56	20.3125	4.70914176116453E-18
546.56	20.703125	6.92581525484888E-18
546.56	21.09375	1.07430800029696E-17
546.56	21.484375	7.96655180909296E-18
546.56	21.875	1.1727660528648E-17
546.56	22.265625	7.01749421080366E-18
546.56	22.65625	2.41455933555983E-18
546.56	23.046875	3.30473995337538E-18
546.56	23.4375	3.41729012434767E-18
546.56	23.828125	1.22507205869779E-17
546.56	24.21875	9.27176545991442E-18
546.56	24.609375	4.28690598875329E-18
546.56	25	8.94903301495928E-19
546.56	25.390625	3.59178608055026E-18
546.56	25.78125	6.55599842091921E-18
546.56	26.171875	1.68494922343407E-17
546.56	26.5625	9.88935791223032E-18
546.56	26.953125	1.91011791762149E-18
546.56	27.34375	4.50753774183859E-19
546.56	27.734375	2.76098530294264E-19
546.56	28.125	7.82384819972278E-18
546.56	28.515625	4.91122633164382E-18
546.56	28.90625	6.8959946727186E-18
546.56	29.296875	5.80600111323161E-19
546.56	29.6875	6.02514056672855E-19
546.56	30.078125	4.63519356940441E-19
546.56	30.46875	4.6433306772958E-18
546.56	30.859375	7.79845818142061E-18
546.56	31.25	4.87485846906807E-18
546.56	31.640625	2.90178252955631E-18
546.56	32.03125	8.12703925617809E-18
546.56	32.421875	3.18318235769069E-18
546.56	32.8125	4.89742367688648E-18
546.56	33.203125	7.48008496864329E-19
546.56	33.59375	1.73842931700386E-18
546.56	33.984375	1.00264297200956E-18
546.56	34.375	9.86567132172701E-18
546.56	34.765625	5.73709574269373E-18
546.56	35.15625	2.71648100189487E-18
546.56	35.546875	1.03151328977609E-17
546.56	35.9375	1.27623107758301E-17
546.56	36.328125	2.11994312368983E-17
546.56	36.71875	8.4570131698274E-18
546.56	37.109375	4.3937974420969E-18
546.56	37.5	7.9098390430596E-18
546.56	37.890625	2.46550144461549E-19
546.56	38.28125	1.75466712796277E-19
546.56	38.671875	9.10001355215546E-19
546.56	39.0625	3.96637519485935E-18
546.56	39.453125	3.27079769874446E-18
546.56	39.84375	9.42147851234342E-20
546.56	40.234375	4.78341996485324E-18
546.56	40.625	5.00669230946993E-18
546.56	41.015625	4.0050469783843E-19
546.56	41.40625	1.47547861031719E-18
546.56	41.796875	3.06601926421753E-18
546.56	42.1875	1.08657664628935E-18
546.56	42.578125	4.66055055832318E-18
546.56	42.96875	1.06524428418195E-18
546.56	43.359375	7.27529303228471E-19
546.56	43.75	1.91136412753662E-18
546.56	44.140625	1.60064840530599E-18
546.56	44.53125	3.25519672822039E-18
546.56	44.921875	4.31486459408942E-19
546.56	45.3125	3.54361549102817E-20
546.56	45.703125	2.54692329530855E-19
546.56	46.09375	6.23207610800573E-20
546.56	46.484375	3.89042814793214E-20
546.56	46.875	2.72202423209756E-21
546.56	47.265625	3.48610675098542E-22
546.56	47.65625	7.76525798645399E-22
546.56	48.046875	5.00560451793207E-22
546.56	48.4375	6.70870703067607E-23
546.56	48.828125	9.42674909483802E-23
546.56	49.21875	1.20470984378544E-22
546.56	49.609375	3.7246859446646E-23
546.56	50	3.74008926800791E-22
549.12	0	2.67477712708544E-16
549.12	0.390625	9.43117704740105E-16
549.12	0.78125	1.66300549400521E-15
549.12	1.171875	3.17422380420647E-16
549.12	1.5625	6.10609894803489E-17
549.12	1.953125	5.39466706065302E-18
549.12	2.34375	2.21660894037356E-17
549.12	2.734375	7.64509284329689E-17
549.12	3.125	6.31326587856693E-18
549.12	3.515625	1.53357387221322E-18
549.12	3.90625	1.77096903667628E-17
549.12	4.296875	4.09910497433095E-17
549.12	4.6875	1.09360096585661E-17
549.12	5.078125	3.47704598980352E-17
549.12	5.46875	1.18896555609595E-17
549.12	5.859375	2.22943513521345E-17
549.12	6.25	2.3254242852104E-17
549.12	6.640625	1.14763047656018E-17
549.12	7.03125	2.41524916537188E-18
549.12	7.421875	2.35041576869869E-17
549.12	7.8125	8.25234527468432E-18
549.12	8.203125	3.32164067335086E-20
549.12	8.59375	8.5715854739269E-18
549.12	8.984375	5.31328810065645E-18
549.12	9.375	4.47172489616889E-18
549.12	9.765625	6.53354316726063E-20
549.12	10.15625	5.63331036258144E-18
549.12	10.546875	8.89105949419069E-18
549.12	10.9375	1.44324461508829E-18
549.12	11.328125	7.61739370763619E-18
549.12	11.71875	1.08025866132912E-17
549.12	12.109375	2.3975566520668E-18
549.12	12.5	4.28679574023904E-19
549.12	12.890625	9.83562507670599E-18
549.12	13.28125	5.25158492372382E-17
549.12	13.671875	1.96888898146375E-17
549.12	14.0625	1.24710268286177E-17
549.12	14.453125	1.26962118125199E-18
549.12	14.84375	2.05105015059824E-17
549.12	15.234375	5.41032430163109E-18
549.12	15.625	6.9377859675285E-19
549.12	16.015625	3.11983496655412E-18
549.12	16.40625	8.21844275744487E-18
549.12	16.796875	9.06264293815714E-18
549.12	17.1875	3.09684831362984E-18
549.12	17.578125	6.42337903705379E-19
549.12	17.96875	6.02599319009092E-19
549.12	18.359375	1.51064718118798E-18
549.12	18.75	6.50320540247959E-18
549.12	19.140625	4.5642612153536E-18
549.12	19.53125	1.21036041510157E-18
549.12	19.921875	1.23196641956536E-18
549.12	20.3125	1.61074681187709E-18
549.12	20.703125	4.82768921177444E-18
549.12	21.09375	3.36411813462448E-19
549.12	21.484375	1.01672121035418E-18
549.12	21.875	2.63797721743859E-18
549.12	22.265625	1.60419443089278E-18
549.12	22.65625	8.0282147087417E-19
549.12	23.046875	2.24137502611255E-18
549.12	23.4375	4.58527685175392E-18
549.12	23.828125	6.04280738056343E-18
549.12	24.21875	1.41427385359877E-18
549.12	24.609375	1.02103793008173E-18
549.12	25	3.52973846289225E-19
549.12	25.390625	5.14466504369811E-18
549.12	25.78125	7.11707577143276E-18
549.12	26.171875	2.40594085710875E-17
549.12	26.5625	1.75712008963735E-17
549.12	26.953125	3.15862590944358E-18
549.12	27.34375	4.46892907059642E-19
549.12	27.734375	4.98543018095417E-19
549.12	28.125	8.84868656174612E-18
549.12	28.515625	8.23949886780884E-18
549.12	28.90625	5.23638918572273E-18
549.12	29.296875	8.38822522212225E-18
549.12	29.6875	2.53881492745767E-18
549.12	30.078125	1.58090272963372E-18
549.12	30.46875	3.17553725351254E-18
549.12	30.859375	3.47087916314256E-18
549.12	31.25	6.77416504199709E-18
549.12	31.640625	1.07687140558331E-17
549.12	32.03125	4.21486444592842E-18
549.12	32.421875	9.97672676434216E-20
549.12	32.8125	5.63580575550665E-19
549.12	33.203125	1.82012964115131E-18
549.12	33.59375	1.36247556731755E-19
549.12	33.984375	8.00053609299712E-19
549.12	34.375	3.8282270798187E-18
549.12	34.765625	9.8235056175097E-18
549.12	35.15625	1.9748644502207E-17
549.12	35.546875	1.88796285791424E-17
549.12	35.9375	7.43219529836788E-18
549.12	36.328125	6.7644069324059E-18
549.12	36.71875	3.87367785830341E-18
549.12	37.109375	1.04293818930777E-17
549.12	37.5	4.24262900326335E-18
549.12	37.890625	3.09327379201399E-18
549.12	38.28125	6.06458287896357E-19
549.12	38.671875	3.13525322873902E-18
549.12	39.0625	2.98062048967896E-18
549.12	39.453125	4.87576391481463E-18
549.12	39.84375	1.31795044965178E-18
549.12	40.234375	1.29072062195293E-18
549.12	40.625	5.57265233570702E-19
549.12	41.015625	3.57508566118253E-18
549.12	41.40625	1.05440752908352E-17
549.12	41.796875	9.44111528482143E-18
549.12	42.1875	2.83348874123646E-18
549.12	42.578125	1.90482269489868E-18
549.12	42.96875	6.48577285591024E-18
549.12	43.359375	7.34364384112354E-18
549.12	43.75	1.80023225544901E-18
549.12	44.140625	1.00154818575783E-18
549.12	44.53125	4.46651232196863E-20
549.12	44.921875	3.51082093301695E-19
549.12	45.3125	8.91049981426766E-20
549.12	45.703125	2.4002593265015E-19
549.12	46.09375	1.40000251659016E-19
549.12	46.484375	2.43259287385708E-20
549.12	46.875	6.95978926350636E-21
549.12	47.265625	8.07968634220181E-21
549.12	47.65625	5.52073794168026E-23
549.12	48.046875	5.12801787998674E-22
549.12	48.4375	1.84531389919456E-22
549.12	48.828125	2.02766648740575E-22
549.12	49.21875	2.58641204505478E-22
549.12	49.609375	3.38003287602519E-22
549.12	50	4.31156661987305E-22
551.68	0	1.11968123439349E-15
551.68	0.390625	8.99290375487962E-15
551.68	0.78125	1.74857546236091E-15
551.68	1.171875	1.61281173394444E-16
551.68	1.5625	1.09921942254533E-16
551.68	1.953125	1.02297126753041E-16
551.68	2.34375	3.43947946306768E-16
551.68	2.734375	1.91473068372643E-16
551.68	3.125	1.71616661714103E-16
551.68	3.515625	6.8892677178402E-17
551.68	3.90625	2.04655823452175E-17
551.68	4.296875	1.7677491050625E-17
551.68	4.6875	2.54903395842698E-17
551.68	5.078125	7.32282223757051E-17
551.68	5.46875	4.55012587808115E-17
551.68	5.859375	2.25174800817301E-18
551.68	6.25	2.54828449150753E-17
551.68	6.640625	5.74341861613222E-17
551.68	7.03125	1.023019449704E-17
551.68	7.421875	6.00275647981872E-18
551.68	7.8125	7.53142405188078E-19
551.68	8.203125	3.31074615724956E-18
551.68	8.59375	1.03095889837489E-17
551.68	8.984375	1.17099758507009E-17
551.68	9.375	1.73177237014547E-17
551.68	9.765625	2.67586940647167E-17
551.68	10.15625	2.34635268931602E-17
551.68	10.546875	5.88899547178572E-18
551.68	10.9375	2.29740670599183E-18
551.68	11.328125	8.10005955316218E-18
551.68	11.71875	5.00390820972836E-18
551.68	12.109375	1.23457177444026E-17
551.68	12.5	8.52880936651705E-18
551.68	12.890625	1.05890392775521E-17
551.68	13.28125	4.74745976203121E-19
551.68	13.671875	3.23529575487405E-20
551.68	14.0625	2.0425305789258E-18
551.68	14.453125	8.09110151304204E-19
551.68	14.84375	1.11282497645756E-18
551.68	15.234375	2.86158579019134E-18
